code_bassin_emploi,rome,rome_connexe,score
5223,K1801,K1302,.37244904
5223,K1802,M1803,.026599497
5223,K1802,K1302,.87336272
5223,K1802,M1805,.89251494
5223,K2101,M1805,.86002839
5223,K2101,M1707,.81399906
5223,K2101,K1303,.25590965
5223,K2102,K1302,.33573681
5223,K2102,M1805,.90436655
5223,K2102,M1803,.99937052
5223,K2103,M1805,.86526591
5223,K2103,M1803,.3821944
5223,K2104,K1302,.38041821
5223,K2104,K1303,.30818132
5223,K2104,I1606,.43362024
5223,K2105,M1805,.52062368
5223,K2105,K1303,.58876067
5223,K2106,K1303,.39639559
5223,K2106,K1302,.95153791
5223,K2107,K1303,.68719894
5223,K2107,I1604,.015954496
5223,K2107,I1606,.51257491
5223,K2108,K1302,.38045949
5223,K2108,M1805,.19432954
5223,K2108,K1303,.86156082
5223,K2109,H2206,.64992994
5223,K2109,K1303,.19443025
5223,K2109,H2902,.87727076
5223,K2110,F1302,.18048875
5223,K2110,F1501,.57301575
5223,K2110,F1503,.092803724
5223,K2111,M1805,.99693239
5223,K2111,K1303,.36071903
5223,K2111,K1302,.33791706
5223,K2112,K1303,.51882458
5223,K2112,K1302,.24383959
5223,K2201,K1304,.8158772
5223,K2202,F1605,.0084849866
5223,K2202,F1610,.37949532
5223,K2202,F1608,.41261831
5223,K2203,M1707,.76362538
5223,K2204,K1304,.26878136
5223,K2501,F1703,.35404572
5223,K2501,F1603,.93955153
5223,K2501,I1606,.83962166
5223,K2502,I1304,.93660587
5223,K2502,I1604,.16226789
5223,K2503,I1304,.093991295
5223,K2503,I1306,.53215796
5223,K2601,K1304,.62823927
5223,K2601,F1703,.066940509
5223,K2601,F1608,.09549693
5223,K2602,K1304,.98281235
5223,K2602,K1303,.46856272
5223,K2603,K1302,.040315557
5223,L1203,K1303,.69392669
5223,L1204,F1701,.31251717
5223,L1204,F1501,.054676045
5223,L1204,F1604,.26185277
5223,L1401,K1304,.77109939
5223,L1401,M1805,.81630653
5223,L1401,K1302,.79733706
5223,L1501,F1701,.8712545
5223,L1501,K1304,.46132627
5223,L1502,F1701,.87818396
5223,L1503,H2206,.53938341
5223,L1503,F1503,.97226554
5223,L1504,I1304,.53360611
5223,L1504,F1602,.3163431
5223,L1504,F1605,.64578962
5223,L1505,H2206,.64883637
5223,L1505,I1304,.13808666
5223,L1505,I1606,.25475177
5223,L1506,I1304,.055376802
5223,L1506,F1605,.68232471
5223,L1506,F1501,.15437217
5223,L1508,F1603,.58760786
5223,L1508,F1604,.41001374
5223,L1508,I1304,.011853813
5223,L1509,F1602,.60322028
5223,L1509,F1501,.42374188
5223,L1509,F1605,.40183797
5223,M1601,K1302,.069469675
5223,M1601,K1304,.28858301
5223,M1601,K1303,.8675046
5223,M1602,K1302,.61610103
5223,M1602,K1304,.21353838
5223,M1604,K1303,.89051175
5223,M1605,M1803,.86217999
5223,M1606,K1303,.1275517
5223,M1608,K1302,.57599133
5223,M1609,K1302,.94894773
5223,N1101,I1304,.38380331
5223,N1101,F1302,.11419567
5223,N1101,H2902,.71537405
5223,N1102,H2202,.3883003
5223,N1102,I1604,.49788722
5223,N1102,F1605,.022672566
5223,N1103,I1304,.14122164
5223,N1103,H2102,.20851433
5223,N1103,H2902,.28112328
5223,N1104,F1302,.80772811
5223,N1104,F1605,.32025808
5223,N1104,H2913,.61414528
5223,N1105,F1704,.80290133
5223,N1105,H2102,.76215971
5223,N1202,M1707,.3940638
5223,N2201,K1304,.45863914
5223,N2202,M1805,.2049875
5223,N2202,I1308,.42842358
5223,N2202,I1307,.12690601
5223,N2203,F1604,.76708508
5223,N2203,F1602,.72248787
5223,N2203,I1604,.1426155
5223,N2204,I1604,.21206218
5223,N2205,K1302,.1990218
5223,N2205,F1302,.92220247
5223,N2205,K1304,.53704429
5224,A1101,N4101,.44149587
5224,A1101,F1701,.21628301
5224,A1101,F1302,.55406237
5224,B1302,H2206,.76926035
5224,B1302,H2207,.58351541
5224,B1303,F1703,.81138873
5224,B1303,H2206,.59247553
5224,B1303,H2202,.7506671
5224,B1801,K1304,.64184934
5224,B1801,N4105,.34141484
5224,B1802,N4105,.34891692
5224,B1802,H2206,.60841018
5224,B1803,H2207,.34396893
5224,B1804,F1701,.1197021
5224,B1804,A1501,.70296311
5224,B1804,K1304,.52258521
5224,B1805,H2206,.19122179
5224,B1805,M1203,.49991983
5224,B1806,H2207,.054551851
5224,B1806,H2206,.00080627995
5224,B1806,N4105,.91393656
5224,C1101,K1304,.57616186
5224,C1101,M1203,.36130908
5224,C1102,K1304,.59371901
5224,C1102,C1504,.80207258
5224,C1102,M1203,.70491815
5224,C1103,C1504,.34632754
5224,C1103,M1203,.16669127
5224,C1103,K1304,.95738721
5224,C1104,M1203,.060486902
5224,C1104,I1401,.13325913
5224,C1105,M1203,.16837972
5224,C1105,I1401,.70210809
5224,C1105,K1304,.685552
5224,C1106,M1203,.23978187
5224,C1107,N4105,.07365413
5224,C1107,M1203,.87542492
5224,C1107,K1304,.71029162
5224,C1108,F1703,.84610474
5224,C1108,M1203,.43599102
5224,C1109,K1304,.62854958
5224,C1109,A1501,.59566426
5224,C1109,K1303,.59040785
5224,C1110,F1701,.10626293
5224,C1110,K1302,.94220501
5224,C1110,M1203,.30352864
5224,C1401,K1304,.6502375
5224,C1401,K1302,.29149044
5224,C1401,C1504,.91981739
5224,D1102,H2102,.87476063
5224,D1104,H2102,.20626469
5224,D1105,N4105,.68206906
5224,D1107,N4101,.10284428
5224,D1107,N4105,.67212576
5224,D1501,N4105,.14166781
5224,D1501,K1304,.430428
5224,D1504,A1501,.37450927
5224,D1505,K1304,.0029101642
5224,D1507,N4101,.28170571
5224,D1507,N4105,.90901262
5224,D1508,K1304,.072299555
5224,D1508,K1302,.20762698
5224,D1509,J1502,.71745199
5224,E1201,N4105,.65647864
5224,E1202,N4105,.18125014
5224,E1202,K1303,.84257311
5224,E1203,K1304,.81481189
5224,E1204,H2202,.60478342
5224,E1205,M1203,.55512094
5224,E1205,I1401,.70610249
5224,E1205,H2902,.25706181
5224,G1201,K1304,.40630206
5224,G1201,K1303,.9920519
5224,G1201,K1302,.30009815
5224,G1202,K1303,.89602
5224,G1202,K1302,.58521599
5224,G1203,K1303,.29851413
5224,G1204,M1203,.64670789
5224,G1204,K1303,.40865013
5224,G1204,H2206,.78524762
5224,G1205,F1701,.34360492
5224,G1205,N4101,.79343647
5224,G1205,I1310,.20394379
5224,G1206,A1501,.93723708
5224,G1206,K1302,.78635103
5224,G1206,K1304,.74994373
5224,G1301,K1303,.042189002
5224,G1301,J1502,.96205336
5224,G1302,I1310,.46771303
5224,G1303,C1504,.33770826
5224,G1501,K1302,.36139819
5224,G1501,K1304,.2624656
5224,G1502,K1302,.018118409
5224,G1502,K1304,.96108848
5224,G1503,K1304,.6113621
5224,G1503,K1302,.56850076
5224,G1602,J1402,.23880991
5224,G1603,N4105,.88964224
5224,G1605,H2102,.34588003
5224,H2401,H2206,.52613801
5224,H2402,H2909,.24656618
5224,H2402,H2206,.7869879
5224,H2402,H2202,.33677208
5224,H2403,I1310,.21243976
5224,H2403,N4105,.7360484
5224,H2403,H2903,.21528848
5224,H2404,H2903,.401912
5224,H2404,I1310,.45203954
5224,H2404,H2902,.39045256
5224,H2406,H2202,.12439546
5224,H2406,N4105,.60934287
5224,H2406,H2903,.49713194
5224,H2407,H2102,.22813191
5224,H2408,I1310,.45109901
5224,H2409,N4101,.070119627
5224,H2409,H2102,.24781603
5224,H2409,N4105,.30159348
5224,H2410,H2102,.22375891
5224,H2410,H2202,.7740621
5224,H2410,H2909,.74480355
5224,H2411,I1310,.8944084
5224,H2411,K1303,.38196981
5224,H2412,F1703,.94425023
5224,H2413,I1304,.8541773
5224,H2413,I1310,.61642325
5224,H2413,N4105,.3849093
5224,H3301,I1304,.36179069
5224,H3301,H2102,.46597803
5224,H3301,H2909,.63357097
5224,H3302,H2102,.57501191
5224,H3302,H2909,.36651185
5224,H3302,I1310,.2113094
5224,H3303,I1310,.28232709
5224,H3303,N4105,.50553298
5224,H3303,H2102,.61841464
5224,J1101,K1302,.58886433
5224,J1101,A1501,.13153033
5224,J1102,M1203,.82215083
5224,J1102,K1302,.59705913
5224,J1102,J1502,.84728146
5224,J1103,K1304,.58947247
5224,J1103,K1302,.47829592
5224,J1103,A1501,.35964951
5224,J1104,K1304,.12498511
5224,J1104,J1502,.11931776
5224,J1104,K1302,.86509049
5224,K1101,A1501,.01474604
5224,K1101,K1302,.61434573
5224,K1101,K1304,.68169338
5224,K1102,K1302,.24379145
5224,K1102,A1501,.35482046
5224,K1102,K1304,.63997078
5224,K1103,A1501,.36593297
5224,K1103,K1302,.6857155
5224,K1103,K1304,.70994884
5224,K1104,K1303,.73461014
5224,K1104,K1304,.07010413
5224,K1104,A1501,.028571306
5224,K1801,K1303,.15565261
5224,K1801,M1203,.3783797
5224,K1801,J1502,.59374529
5224,K1802,M1203,.67388445
5224,K1802,K1302,.24786299
5224,K1802,K1303,.89785796
5224,K2101,K1302,.61058187
5224,K2101,K1303,.38852769
5224,K2102,K1303,.79844248
5224,K2102,K1302,.34811071
5224,K2102,C1504,.99701196
5224,K2103,M1203,.21631736
5224,K2103,F1202,.30277249
5224,K2103,K1304,.43618619
5224,K2104,K1302,.04641908
5224,K2104,K1303,.89509332
5224,K2105,K1303,.29875365
5224,K2106,K1303,.3291235
5224,K2106,K1302,.15911964
5224,K2107,I1401,.011531695
5224,K2107,I1304,.57841128
5224,K2107,K1303,.67943716
5224,K2108,I1304,.59778327
5224,K2108,I1307,.89010167
5224,K2108,K1302,.90020359
5224,K2109,K1302,.071427435
5224,K2109,I1310,.74183637
5224,K2109,H2911,.14131364
5224,K2110,F1302,.24280424
5224,K2110,I1310,.50433517
5224,K2110,I1304,.32557648
5224,K2111,K1303,.010825348
5224,K2111,K1302,.15164161
5224,K2112,K1302,.77453005
5224,K2112,K1303,.028237594
5224,K2112,A1501,.32192981
5224,K2301,I1310,.95320129
5224,K2301,F1703,.49435118
5224,K2301,I1304,.66944939
5224,K2302,H2206,.58191705
5224,K2302,I1304,.88466966
5224,K2302,M1203,.71001482
5224,K2303,F1703,.22276832
5224,K2303,N4105,.77960718
5224,K2303,N4101,.39845273
5224,K2304,H2102,.1069793
5224,K2304,H2909,.11016753
5224,K2304,N4105,.27543646
5224,K2305,F1703,.82919437
5224,K2305,H2914,.38443059
5224,K2305,H2913,.35072145
5224,K2306,I1401,.33773741
5224,K2306,I1309,.91284353
5224,K2306,I1310,.69324058
5224,K2601,K1304,.028797224
5224,K2601,F1703,.55698019
5224,K2601,N4102,.60569674
5224,K2602,K1304,.11610046
5224,K2602,K1303,.088017873
5224,K2602,A1501,.089082465
5224,K2603,N4102,.66029423
5224,K2603,K1302,.0043610064
5224,K2603,A1501,.61301488
5224,L1102,F1701,.36186934
5224,L1103,K1304,.59957486
5224,L1202,N4101,.86122006
5224,L1203,K1303,.11337318
5224,L1204,F1701,.38135964
5224,L1204,N4101,.61920112
5224,L1204,N4105,.86480349
5224,M1601,K1304,.36475772
5224,M1601,C1504,.17768022
5224,M1601,K1302,.64848858
5224,M1602,K1304,.89085072
5224,M1602,A1501,.53212035
5224,M1602,K1302,.14403869
5224,M1603,N4105,.59126121
5224,M1603,N4103,.90917236
5224,M1603,N4101,.81921285
5224,M1604,C1504,.45146117
5224,M1604,M1203,.27843589
5224,M1604,J1502,.050106093
5224,M1605,F1202,.74061066
5224,M1606,K1303,.41172248
5224,M1606,M1203,.68452376
5224,M1607,M1203,.78023219
5224,M1608,C1504,.27156094
5224,M1608,K1302,.99002153
5224,M1608,M1203,.9811998
5224,M1609,A1501,.71549267
5224,M1609,C1504,.83748245
5224,M1609,K1302,.82946754
5224,N1101,H2914,.8144027
5224,N1101,H2202,.451309
5224,N1101,H2911,.33091933
5224,N1102,F1302,.31929493
5224,N1102,H2913,.50989473
5224,N1102,I1304,.33879888
5224,N1103,H2902,.62809139
5224,N1103,H2202,.50031978
5224,N1103,I1310,.03422479
5224,N1104,I1310,.83849907
5224,N1104,H2911,.47150159
5224,N1104,H2902,.085372172
5224,N1105,N4101,.57361007
5224,N1105,H2102,.57518888
5224,N1105,F1704,.14012569
5224,N1201,N4101,.0025449214
5224,N1201,M1203,.10150771
5224,N1201,N4105,.39716235
5224,N1202,N4105,.50019157
5224,N1202,M1203,.77579212
5224,N2201,K1304,.49571961
5224,N2202,I1307,.25736859
5224,N2202,N4102,.2654779
5224,N2202,I1304,.018934665
5224,N2203,N4105,.2536127
5224,N2203,N4101,.16473934
5224,N2203,H2902,.11717749
5224,N2204,N4105,.69040006
5224,N2204,N4103,.48538691
5224,N2204,N4102,.86113381
5224,N2205,F1302,.38511312
5224,N2205,M1203,.61869806
5224,N2205,K1304,.13191916
5224,N3101,I1304,.49884683
5224,N3101,N4101,.074916847
5224,N3102,N4101,.88767129
5224,N3102,N4102,.66504878
5224,N3102,N4105,.39776084
5224,N3103,N4103,.24018143
5224,N3103,N4102,.62095279
5224,N3103,N4101,.13677353
5225,A1101,F1301,.14978877
5225,A1101,F1701,.28223979
5225,A1101,F1602,.28222173
5225,B1101,H2206,.03832943
5225,B1801,N4105,.46012041
5225,B1802,N4105,.23139106
5225,B1802,F1608,.57436407
5225,B1802,H2206,.16672872
5225,B1803,H3203,.63921195
5225,B1804,F1611,.51091158
5225,B1804,A1501,.93455344
5225,B1804,F1613,.44358751
5225,B1805,M1203,.51140553
5225,B1805,H2206,.78473222
5225,B1805,M1805,.16685265
5225,B1806,H2901,.65812534
5225,B1806,H2206,.97793823
5225,B1806,N4105,.80285233
5225,C1101,M1805,.96546274
5225,C1101,I1103,.86670297
5225,C1101,M1203,.53694087
5225,C1102,K1903,.99086386
5225,C1102,M1203,.36621734
5225,C1103,M1203,.28314915
5225,C1103,A1501,.20851339
5225,C1104,M1203,.6088708
5225,C1105,M1203,.40918741
5225,C1105,M1805,.97714132
5225,C1106,F1606,.45041639
5225,C1106,M1203,.37910715
5225,C1106,F1609,.2470139
5225,C1107,N4105,.80140686
5225,C1107,M1203,.0017698641
5225,C1107,F1201,.91050231
5225,C1108,F1608,.63189131
5225,C1108,M1203,.39553332
5225,C1108,M1805,.67681462
5225,C1109,A1501,.26840839
5225,C1109,K1903,.22667947
5225,C1109,J1405,.30579111
5225,C1110,M1203,.61636859
5225,C1110,I1103,.30597392
5225,C1110,A1501,.50231624
5225,C1301,M1203,.54266119
5225,C1302,M1203,.43823615
5225,C1302,A1501,.63141155
5225,C1302,M1805,.69456148
5225,C1303,M1805,.70122123
5225,C1303,I1103,.34599933
5225,C1303,M1203,.28787178
5225,D1202,A1501,.13651527
5225,D1203,A1501,.29058737
5225,D1203,J1502,.82921791
5225,D1204,N4101,.69820809
5225,D1204,I1103,.84441805
5225,D1206,F1608,.090696819
5225,D1206,N4103,.71500027
5225,D1206,H2206,.53693622
5225,D1208,A1501,.2232995
5225,D1209,J1405,.65200973
5225,D1210,A1501,.56741846
5225,D1211,J1405,.9665758
5225,D1212,N4105,.51043767
5225,D1212,N4101,.771451
5225,D1212,I1203,.51945019
5225,D1213,J1405,.36087769
5225,D1213,N4101,.4535844
5225,D1214,J1405,.85242093
5225,D1301,J1405,.57416052
5225,D1401,H1404,.85112405
5225,D1402,I1304,.23806466
5225,D1402,M1203,.79611766
5225,D1402,I1309,.73431563
5225,D1403,N4105,.64109319
5225,D1404,M1805,.019158885
5225,D1404,I1103,.69858623
5225,D1405,J1502,.49899057
5225,D1406,H1404,.14749435
5225,D1407,I1310,.54587168
5225,D1407,I1309,.26817617
5225,D1407,M1203,.15433979
5225,D1408,K1903,.68071663
5225,E1201,N4105,.59028524
5225,E1202,M1805,.83060366
5225,E1202,N4105,.66618466
5225,E1202,I1103,.23080315
5225,E1203,J1405,.012439851
5225,E1204,I1306,.96715188
5225,E1205,M1805,.60887456
5225,E1205,H2901,.73023856
5225,E1205,M1203,.89167887
5225,G1101,J1502,.1164277
5225,G1102,M1203,.2548548
5225,G1102,M1805,.53261608
5225,G1202,M1805,.68391639
5225,G1203,K1903,.10746437
5225,G1204,M1805,.039264739
5225,G1204,J1402,.28123048
5225,G1204,H2206,.80345267
5225,G1205,F1610,.30631566
5225,G1205,I1310,.67889732
5225,G1205,F1608,.87623048
5225,G1206,K1903,.77169776
5225,G1206,A1501,.73021996
5225,G1301,J1502,.19593075
5225,G1301,M1805,.21949455
5225,G1302,I1310,.80478394
5225,G1601,I1103,.84890246
5225,G1601,H1404,.022360189
5225,G1602,J1402,.96889782
5225,G1603,N4105,.2997348
5225,G1605,H2102,.75416803
5225,J1101,A1501,.26755613
5225,J1102,J1502,.27490154
5225,J1102,J1402,.67137086
5225,J1102,M1805,.55652887
5225,J1103,A1501,.043726511
5225,J1104,A1501,.56438631
5225,J1104,J1405,.59863663
5225,J1104,J1502,.13296184
5225,J1301,A1501,.51249653
5225,J1301,J1502,.14294097
5225,J1301,J1405,.053730991
5225,J1302,J1405,.76610887
5225,J1302,A1501,.240952
5225,J1302,J1502,.22595663
5225,J1303,J1402,.58955353
5225,J1303,A1501,.13086192
5225,J1303,J1405,.36243239
5225,J1304,A1501,.13532332
5225,J1304,J1502,.12262221
5225,J1305,N4103,.097367577
5225,J1305,N4102,.15672173
5225,J1305,N4101,.3146179
5225,J1306,J1402,.57788819
5225,J1306,J1502,.13104558
5225,J1306,J1405,.38790646
5225,J1307,J1405,.22712433
5225,J1307,A1501,.19502427
5225,J1307,J1502,.55292422
5225,K1101,J1502,.29845476
5225,K1101,I1203,.63990819
5225,K1101,A1501,.46309838
5225,K1102,N4105,.95767945
5225,K1102,K1903,.86611426
5225,K1102,M1805,.13590506
5225,K1103,A1501,.07479696
5225,K1103,J1402,.61586469
5225,K1104,J1405,.62646991
5225,K1104,J1402,.75687128
5225,K1104,J1502,.47423893
5225,K1801,J1402,.78511441
5225,K1801,K1903,.029520918
5225,K1801,M1203,.40186664
5225,K1802,M1805,.30285537
5225,K1802,F1201,.95278162
5225,K2101,M1805,.1451353
5225,K2101,K1903,.77198392
5225,K2102,K1903,.81910825
5225,K2102,M1805,.19322704
5225,K2103,F1201,.49506247
5225,K2103,M1805,.64699781
5225,K2103,F1202,.81333679
5225,K2104,A1501,.77200228
5225,K2104,K1903,.55674684
5225,K2104,J1502,.38867882
5225,K2105,M1805,.46925616
5225,K2106,I1103,.57263035
5225,K2107,I1304,.3902972
5225,K2107,M1203,.068541735
5225,K2108,I1307,.36975482
5225,K2108,M1805,.55670518
5225,K2108,I1304,.56539136
5225,K2109,H2206,.44747055
5225,K2109,H2901,.21867172
5225,K2109,H2902,.57614404
5225,K2110,F1301,.69507116
5225,K2110,F1302,.51337892
5225,K2110,I1103,.43988776
5225,K2111,H1404,.97728705
5225,K2111,K1903,.65552777
5225,K2111,M1805,.11718242
5225,K2112,M1203,.78512889
5225,K2112,J1502,.7975865
5225,K2112,A1501,.14198694
5225,K2501,I1306,.43412036
5225,K2501,F1703,.1204447
5225,K2501,F1603,.91917235
5225,K2502,I1304,.67221779
5225,K2503,I1310,.069946043
5225,K2503,I1304,.57235867
5225,K2503,I1306,.3244296
5225,K2601,F1611,.83007175
5225,K2601,N4102,.3999455
5225,K2601,I1503,.55625379
5225,K2602,A1501,.91419649
5225,K2603,I1103,.93865269
5225,K2603,I1203,.93912488
5225,K2603,A1501,.43167481
5225,L1102,F1701,.60916013
5225,L1201,K1903,.17427145
5225,L1202,N4101,.43542543
5225,L1202,K1903,.55030006
5225,L1204,F1604,.75221157
5225,L1204,F1613,.1688513
5225,L1204,N4101,.60474783
5225,L1401,M1805,.22077945
5225,L1401,A1501,.96711445
5225,L1401,K1903,.91377926
5225,L1501,F1701,.5935449
5225,L1501,F1609,.87595671
5225,L1502,F1701,.27925366
5225,L1503,H2206,.32182887
5225,L1503,N4105,.428893
5225,L1504,F1605,.10450871
5225,L1504,I1304,.60312414
5225,L1504,F1602,.43015248
5225,L1505,H2206,.10110538
5225,L1505,I1310,.56908655
5225,L1505,I1304,.55443138
5225,L1506,I1310,.20427814
5225,L1506,N4105,.93408519
5225,L1506,F1605,.61440557
5225,L1507,I1103,.68739212
5225,L1508,F1603,.81831038
5225,L1508,I1304,.88209325
5225,L1508,I1310,.61965764
5225,L1509,I1310,.82409215
5225,L1509,F1605,.74578679
5225,L1509,N4105,.42383942
5225,N1101,N4105,.23497309
5225,N1101,F1301,.34159184
5225,N1101,F1302,.56187588
5225,N1102,N4103,.91612083
5225,N1102,I1503,.51648724
5225,N1102,N4102,.5555079
5225,N1103,N4105,.86546332
5225,N1103,N4101,.72338206
5225,N1103,H2102,.63469595
5225,N1104,F1302,.063655846
5225,N1104,H2914,.95510393
5225,N1104,F1301,.82385564
5225,N1105,F1704,.19378978
5225,N1105,H3201,.95194042
5225,N1105,N4105,.15403606
5225,N1201,N4101,.0017421216
5225,N1201,N4105,.63298893
5225,N1201,M1203,.065548889
5225,N1202,M1203,.72920531
5225,N1202,N4105,.055768665
5225,N2202,I1306,.06751518
5225,N2202,I1307,.64383662
5225,N2202,M1805,.86042917
5225,N2203,F1604,.55213201
5225,N2203,H2911,.43712389
5225,N2203,F1602,.086702824
5225,N2204,N4102,.32364133
5225,N2204,N4103,.365549
5225,N2204,N4105,.98424578
5225,N2205,F1302,.11886749
5225,N2205,F1301,.51609206
5225,N2205,M1203,.48647454
5225,N3101,I1304,.16024029
5225,N3101,N4105,.61945552
5225,N3101,F1301,.5870111
5225,N3102,N4101,.45278189
5225,N3102,N4105,.57996708
5225,N3102,N4102,.37393519
5225,N3103,N4103,.54689217
5225,N3103,N4102,.67917073
5225,N3103,N4101,.3582986
5226,A1101,F1602,.43803704
5226,A1101,I1604,.74931335
5226,A1101,F1501,.24041055
5226,B1302,F1503,.97995472
5226,B1303,F1703,.30659863
5226,B1303,F1604,.025763148
5226,B1303,F1503,.69699633
5226,B1801,K1304,.53742468
5226,B1802,F1503,.97595704
5226,B1804,K1304,.77071303
5226,B1804,F1613,.40613797
5226,B1805,M1805,.96221673
5226,B1805,F1503,.43637511
5226,B1806,F1503,.35055286
5226,C1201,K1304,.87578988
5226,C1201,K1302,.9425109
5226,C1202,M1707,.85014766
5226,C1202,K1304,.86177939
5226,C1202,M1805,.7295652
5226,C1203,M1707,.68167484
5226,C1203,M1805,.012832975
5226,C1203,C1504,.64099354
5226,C1204,C1504,.57954931
5226,C1204,K1302,.34756985
5226,C1204,M1707,.27893084
5226,C1205,C1504,.55085403
5226,C1205,K1302,.71167934
5226,C1206,M1805,.50806987
5226,C1206,C1504,.16828176
5226,C1206,M1707,.8509776
5226,C1207,K1303,.79181397
5226,C1207,C1504,.082030937
5226,C1207,K1304,.26962975
5226,C1401,K1304,.68187934
5226,C1401,C1504,.32066604
5226,C1401,K1302,.99764031
5226,D1401,M1101,.31640267
5226,D1401,M1707,.031524856
5226,D1402,M1707,.22579323
5226,D1402,M1101,.31797454
5226,D1402,I1304,.67703384
5226,D1403,M1101,.98544151
5226,D1403,C1504,.057896405
5226,D1403,M1707,.91015208
5226,D1404,M1805,.85358232
5226,D1404,I1604,.28928053
5226,D1405,C1504,.85501343
5226,D1405,M1101,.18274507
5226,D1405,M1707,.1189346
5226,D1406,M1707,.34121692
5226,D1406,M1101,.1706198
5226,D1407,C1504,.024319055
5226,D1407,I1304,.048538484
5226,D1407,M1707,.91273832
5226,D1408,M1707,.40632915
5226,D1501,K1304,.2958779
5226,D1502,M1101,.24046808
5226,D1503,M1101,.36881837
5226,D1504,M1707,.59574443
5226,D1505,K1304,.57965928
5226,D1506,M1101,.5474205
5226,D1506,M1707,.29052669
5226,D1508,K1304,.93626857
5226,D1508,K1302,.79785949
5226,D1509,M1101,.87561423
5226,D1509,M1707,.87190509
5226,E1401,M1805,.59593403
5226,E1401,M1707,.96781212
5226,E1402,M1707,.4603225
5226,E1402,M1101,.14567316
5226,G1101,K1302,.19926128
5226,G1101,K1304,.18935035
5226,G1101,K1303,.80166
5226,G1102,M1805,.54592061
5226,G1102,K1302,.44431457
5226,G1102,M1101,.07663364
5226,G1201,I1604,.37185809
5226,G1201,K1302,.70313001
5226,G1201,K1304,.87916464
5226,G1202,K1302,.52887547
5226,G1202,K1303,.90461802
5226,G1202,M1805,.22109753
5226,G1203,K1303,.38490784
5226,G1204,K1303,.68768841
5226,G1204,I1604,.88602304
5226,G1204,K1302,.72407103
5226,G1205,I1603,.78331721
5226,G1205,F1613,.3313913
5226,G1205,I1604,.36727524
5226,G1206,K1302,.057184897
5226,G1206,K1304,.40603623
5226,G1301,M1101,.51828635
5226,G1301,M1707,.63768315
5226,G1301,K1303,.69575566
5226,G1302,M1101,.58311552
5226,G1302,M1707,.29841968
5226,G1303,C1504,.52149433
5226,G1303,M1101,.49155185
5226,G1401,M1805,.54637736
5226,G1403,K1302,.99167317
5226,G1403,K1304,.19072658
5226,G1404,M1805,.36259884
5226,H2402,H2909,.98785806
5226,H2404,H2102,.43199268
5226,H2406,H2102,.26517025
5226,H2407,F1610,.38981634
5226,H2407,F1503,.34039381
5226,H2407,H2102,.88195944
5226,H2409,H2102,.29323789
5226,H2409,F1503,.85067642
5226,H2409,I1604,.5404734
5226,H2410,H2102,.45094576
5226,H2410,H2909,.26979262
5226,H2411,K1303,.22925688
5226,H2412,F1703,.86433482
5226,H2412,F1604,.86879629
5226,H2412,F1607,.7627815
5226,H2413,I1304,.4576568
5226,H2414,F1606,.26952004
5226,J1301,K1304,.78090113
5226,J1301,K1302,.85002851
5226,J1301,K1303,.0063611334
5226,J1302,K1302,.13317698
5226,J1302,K1303,.4987956
5226,J1302,K1304,.58835906
5226,J1303,K1303,.67325509
5226,J1303,K1304,.08915405
5226,J1303,K1302,.8647508
5226,J1304,K1304,.92618155
5226,J1304,K1302,.48401642
5226,J1304,K1303,.750027
5226,J1305,K1302,.16981116
5226,J1305,K1304,.16206746
5226,J1306,K1302,.41041273
5226,J1306,K1304,.84031868
5226,J1306,K1303,.91267306
5226,J1307,K1302,.041116849
5226,J1307,K1304,.7414974
5226,K1101,M1707,.62459743
5226,K1101,K1302,.50068963
5226,K1101,K1304,.66806293
5226,K1102,M1805,.87566513
5226,K1102,K1304,.2335913
5226,K1102,K1302,.83847934
5226,K1103,K1302,.15988262
5226,K1103,K1304,.035473108
5226,K1103,K1303,.27561873
5226,K1104,K1303,.4580428
5226,K1104,K1304,.75044411
5226,K1104,K1302,.26054797
5226,K2101,K1303,.085084267
5226,K2101,K1302,.91148698
5226,K2101,M1805,.34001204
5226,K2102,C1504,.80582422
5226,K2102,M1805,.73387128
5226,K2102,K1302,.17293587
5226,K2103,K1304,.69690162
5226,K2103,M1805,.60658956
5226,K2103,M1707,.14551075
5226,K2104,I1604,.36093271
5226,K2104,K1302,.80281341
5226,K2104,K1303,.81423092
5226,K2105,M1805,.3790943
5226,K2105,M1101,.50733149
5226,K2105,K1303,.53519505
5226,K2106,K1303,.034149621
5226,K2106,K1302,.075210653
5226,K2107,I1304,.43925607
5226,K2107,I1604,.51568305
5226,K2107,K1303,.80729604
5226,K2108,K1303,.46799675
5226,K2108,I1603,.94919765
5226,K2108,K1302,.31305182
5226,K2109,K1302,.56781793
5226,K2109,I1304,.35681844
5226,K2109,I1604,.90988755
5226,K2110,F1501,.48358983
5226,K2110,F1503,.97052073
5226,K2110,I1603,.76448697
5226,K2111,I1604,.17427245
5226,K2111,M1805,.89329374
5226,K2111,K1303,.74995446
5226,K2112,K1303,.92501271
5226,K2112,K1302,.14973542
5226,K2112,M1101,.083449751
5226,K2301,F1704,.75665933
5226,K2301,F1610,.55471319
5226,K2301,F1602,.63495827
5226,K2302,M1805,.6995585
5226,K2302,I1304,.39105529
5226,K2303,F1502,.23432799
5226,K2303,F1604,.40837625
5226,K2303,F1501,.65709466
