rome_id,rome_label,naf_id,naf_label,hirings
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3109B,Fabrication d'autres meubles et industries connexes de l'ameublement,116
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3212Z,Fabrication d'articles de joaillerie et bijouterie,66
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3230Z,Fabrication d'articles de sport,84
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3250A,Fabrication de matériel médico-chirurgical et dentaire,387
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3250B,Fabrication de lunettes,126
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3291Z,Fabrication d'articles de brosserie,36
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3299Z,Autres activités manufacturières n.c.a.,121
H3302,"Opérations manuelles d'assemblage, tri ou emballage",4631Z,Commerce de gros (commerce interentreprises) de fruits et légumes,806
H3302,"Opérations manuelles d'assemblage, tri ou emballage",4633Z,"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles",108
H3302,"Opérations manuelles d'assemblage, tri ou emballage",4636Z,"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie",96
H3302,"Opérations manuelles d'assemblage, tri ou emballage",4637Z,"Commerce de gros (commerce interentreprises) de café, thé, cacao et épices",30
H3302,"Opérations manuelles d'assemblage, tri ou emballage",4638B,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,266
H3302,"Opérations manuelles d'assemblage, tri ou emballage",7830Z,Autre mise à disposition de ressources humaines,2161
H3302,"Opérations manuelles d'assemblage, tri ou emballage",8121Z,Nettoyage courant des bâtiments,1843
H3302,"Opérations manuelles d'assemblage, tri ou emballage",8292Z,Activités de conditionnement,849
H3302,"Opérations manuelles d'assemblage, tri ou emballage",8899B,Action sociale sans hébergement n.c.a.,1653
H3302,"Opérations manuelles d'assemblage, tri ou emballage",9512Z,Réparation d'équipements de communication,44
H3303,"Préparation de matières et produits industriels (broyage, mélange, ...)",2042Z,Fabrication de parfums et de produits pour la toilette,14
H3303,"Préparation de matières et produits industriels (broyage, mélange, ...)",2053Z,Fabrication d'huiles essentielles,70
H3303,"Préparation de matières et produits industriels (broyage, mélange, ...)",4621Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",29
H3401,Conduite de traitement d'abrasion de surface,2451Z,Fonderie de fonte,97
H3401,Conduite de traitement d'abrasion de surface,2452Z,Fonderie d'acier,41
H3401,Conduite de traitement d'abrasion de surface,2550A,"Forge, estampage, matriçage ; métallurgie des poudres",109
H3401,Conduite de traitement d'abrasion de surface,2561Z,Traitement et revêtement des métaux,123
H3401,Conduite de traitement d'abrasion de surface,3213Z,Fabrication d'articles de bijouterie fantaisie et articles similaires,30
H3402,Conduite de traitement par dépôt de surface,2561Z,Traitement et revêtement des métaux,87
H3402,Conduite de traitement par dépôt de surface,3030Z,Construction aéronautique et spatiale,18
H3402,Conduite de traitement par dépôt de surface,7830Z,Autre mise à disposition de ressources humaines,16
H3403,Conduite de traitement thermique,2410Z,Sidérurgie,7
H3403,Conduite de traitement thermique,2561Z,Traitement et revêtement des métaux,14
H3404,Peinture industrielle,2561Z,Traitement et revêtement des métaux,504
H3404,Peinture industrielle,3030Z,Construction aéronautique et spatiale,161
H3404,Peinture industrielle,3316Z,Réparation et maintenance d'aéronefs et d'engins spatiaux,43
H3404,Peinture industrielle,4334Z,Travaux de peinture et vitrerie,685
I1101,Direction et ingénierie en entretien infrastructure et bâti,5510Z,Hôtels et hébergement similaire,27
I1101,Direction et ingénierie en entretien infrastructure et bâti,7112B,"Ingénierie, études techniques",83
I1101,Direction et ingénierie en entretien infrastructure et bâti,8411Z,Administration publique générale,73
I1102,Management et ingénierie de maintenance industrielle,3312Z,Réparation de machines et équipements mécaniques,67
I1102,Management et ingénierie de maintenance industrielle,4322B,Travaux d'installation d'équipements thermiques et de climatisation,87
I1102,Management et ingénierie de maintenance industrielle,7112B,"Ingénierie, études techniques",312
I1103,Supervision d'entretien et gestion de véhicules,4511Z,Commerce de voitures et de véhicules automobiles légers,510
I1103,Supervision d'entretien et gestion de véhicules,4520A,Entretien et réparation de véhicules automobiles légers,333
I1103,Supervision d'entretien et gestion de véhicules,4932Z,Transports de voyageurs par taxis,355
I1103,Supervision d'entretien et gestion de véhicules,7120A,Contrôle technique automobile,59
I1201,Entretien d'affichage et mobilier urbain,1813Z,Activités de pré-presse,32
I1201,Entretien d'affichage et mobilier urbain,7311Z,Activités des agences de publicité,86
I1201,Entretien d'affichage et mobilier urbain,7312Z,Régie publicitaire de médias,43
I1202,Entretien et surveillance du tracé routier,7830Z,Autre mise à disposition de ressources humaines,58
I1202,Entretien et surveillance du tracé routier,8411Z,Administration publique générale,320
I1202,Entretien et surveillance du tracé routier,8899B,Action sociale sans hébergement n.c.a.,69
I1203,Maintenance des bâtiments et des locaux,5222Z,Services auxiliaires des transports par eau,30
I1203,Maintenance des bâtiments et des locaux,5530Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,1129
I1203,Maintenance des bâtiments et des locaux,5590Z,Autres hébergements,94
I1203,Maintenance des bâtiments et des locaux,7830Z,Autre mise à disposition de ressources humaines,1821
I1203,Maintenance des bâtiments et des locaux,8411Z,Administration publique générale,3047
I1203,Maintenance des bâtiments et des locaux,8899B,Action sociale sans hébergement n.c.a.,1461
I1301,Installation et maintenance d'ascenseurs,4321A,Travaux d'installation électrique dans tous locaux,118
I1301,Installation et maintenance d'ascenseurs,4329B,Autres travaux d'installation n.c.a.,416
I1301,Installation et maintenance d'ascenseurs,4939C,Téléphériques et remontées mécaniques,233
I1302,Installation et maintenance d'automatismes,1811Z,Imprimerie de journaux,19
I1302,Installation et maintenance d'automatismes,3312Z,Réparation de machines et équipements mécaniques,171
I1302,Installation et maintenance d'automatismes,4321A,Travaux d'installation électrique dans tous locaux,515
I1302,Installation et maintenance d'automatismes,7112B,"Ingénierie, études techniques",348
I1303,Installation et maintenance de distributeurs automatiques,4799B,"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",69
I1303,Installation et maintenance de distributeurs automatiques,8010Z,Activités de sécurité privée,28
I1303,Installation et maintenance de distributeurs automatiques,9200Z,Organisation de jeux de hasard et d'argent,9
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1031Z,Transformation et conservation de pommes de terre,11
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1051B,Fabrication de beurre,9
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1084Z,Fabrication de condiments et assaisonnements,24
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1092Z,Fabrication d'aliments pour animaux de compagnie,46
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1103Z,Fabrication de cidre et de vins de fruits,11
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1105Z,Fabrication de bière,44
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1107A,Industrie des eaux de table,61
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1310Z,Préparation de fibres textiles et filature,17
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1395Z,"Fabrication de non-tissés, sauf habillement",29
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1431Z,Fabrication d'articles chaussants à mailles,18
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1511Z,Apprêt et tannage des cuirs ; préparation et teinture des fourrures,12
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1621Z,Fabrication de placage et de panneaux de bois,36
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1712Z,Fabrication de papier et de carton,64
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1721C,Fabrication d'emballages en papier,19
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1722Z,Fabrication d'articles en papier à usage sanitaire ou domestique,77
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1811Z,Imprimerie de journaux,31
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2011Z,Fabrication de gaz industriels,16
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2012Z,Fabrication de colorants et de pigments,6
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2013A,Enrichissement et retraitement de matières nucléaires,33
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2015Z,Fabrication de produits azotés et d'engrais,18
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2016Z,Fabrication de matières plastiques de base,46
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2051Z,Fabrication de produits explosifs,70
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2052Z,Fabrication de colles,25
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2060Z,Fabrication de fibres artificielles ou synthétiques,7
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2211Z,Fabrication et rechapage de pneumatiques,112
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2221Z,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",97
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2222Z,Fabrication d'emballages en matières plastiques,214
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2311Z,Fabrication de verre plat,21
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2313Z,Fabrication de verre creux,111
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2320Z,Fabrication de produits réfractaires,14
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2331Z,Fabrication de carreaux en céramique,11
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2332Z,"Fabrication de briques, tuiles et produits de construction, en terre cuite",60
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2351Z,Fabrication de ciment,36
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2352Z,Fabrication de chaux et plâtre,13
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2362Z,Fabrication d'éléments en plâtre pour la construction,22
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2399Z,Fabrication d'autres produits minéraux non métalliques n.c.a.,50
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2410Z,Sidérurgie,472
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2434Z,Tréfilage à froid,10
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2442Z,Métallurgie de l'aluminium,51
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",17
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2444Z,Métallurgie du cuivre,13
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2445Z,Métallurgie des autres métaux non ferreux,24
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2446Z,Élaboration et transformation de matières nucléaires,43
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2451Z,Fonderie de fonte,90
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2452Z,Fonderie d'acier,39
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2453Z,Fonderie de métaux légers,85
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2454Z,Fonderie d'autres métaux non ferreux,23
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2540Z,Fabrication d'armes et de munitions,35
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2573B,Fabrication d'autres outillages,46
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2592Z,Fabrication d'emballages métalliques légers,60
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2594Z,Fabrication de vis et de boulons,62
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2599A,Fabrication d'articles métalliques ménagers,22
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2711Z,"Fabrication de moteurs, génératrices et transformateurs électriques",139
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2720Z,Fabrication de piles et d'accumulateurs électriques,31
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2732Z,Fabrication d'autres fils et câbles électroniques ou électriques,69
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2790Z,Fabrication d'autres matériels électriques,134
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2811Z,"Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules",77
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2812Z,Fabrication d'équipements hydrauliques et pneumatiques,76
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2813Z,Fabrication d'autres pompes et compresseurs,79
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2821Z,Fabrication de fours et brûleurs,20
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2822Z,Fabrication de matériel de levage et de manutention,340
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2829A,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",117
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2841Z,Fabrication de machines-outils pour le travail des métaux,76
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2849Z,Fabrication d'autres machines-outils,12
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2894Z,Fabrication de machines pour les industries textiles,39
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2895Z,Fabrication de machines pour les industries du papier et du carton,34
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2899A,Fabrication de machines d'imprimerie,14
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2899B,Fabrication d'autres machines spécialisées,114
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2931Z,Fabrication d'équipements électriques et électroniques automobiles,155
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3020Z,Construction de locomotives et d'autre matériel ferroviaire roulant,93
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3291Z,Fabrication d'articles de brosserie,10
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3312Z,Réparation de machines et équipements mécaniques,703
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3313Z,Réparation de matériels électroniques et optiques,42
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3314Z,Réparation d'équipements électriques,213
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3317Z,Réparation et maintenance d'autres équipements de transport,28
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3320B,Installation de machines et équipements mécaniques,142
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,239
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3320D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",96
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3511Z,Production d'électricité,67
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3512Z,Transport d'électricité,22
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3521Z,Production de combustibles gazeux,5
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3530Z,Production et distribution de vapeur et d'air conditionné,136
I1304,Installation et maintenance d'équipements industriels et d'exploitation,4321A,Travaux d'installation électrique dans tous locaux,1481
I1304,Installation et maintenance d'équipements industriels et d'exploitation,4662Z,Commerce de gros (commerce interentreprises) de machines-outils,61
I1304,Installation et maintenance d'équipements industriels et d'exploitation,4910Z,Transport ferroviaire interurbain de voyageurs,167
I1304,Installation et maintenance d'équipements industriels et d'exploitation,4950Z,Transports par conduites,18
I1304,Installation et maintenance d'équipements industriels et d'exploitation,7112B,"Ingénierie, études techniques",855
I1305,Installation et maintenance électronique,2612Z,Fabrication de cartes électroniques assemblées,97
I1305,Installation et maintenance électronique,2651A,Fabrication d'équipements d'aide à la navigation,66
I1305,Installation et maintenance électronique,2660Z,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",20
I1305,Installation et maintenance électronique,2670Z,Fabrication de matériels optique et photographique,17
I1305,Installation et maintenance électronique,3313Z,Réparation de matériels électroniques et optiques,50
I1305,Installation et maintenance électronique,4321A,Travaux d'installation électrique dans tous locaux,270
I1305,Installation et maintenance électronique,7112B,"Ingénierie, études techniques",179
I1306,"Installation et maintenance en froid, conditionnement d'air",2825Z,Fabrication d'équipements aérauliques et frigorifiques industriels,327
I1306,"Installation et maintenance en froid, conditionnement d'air",3320B,Installation de machines et équipements mécaniques,693
I1306,"Installation et maintenance en froid, conditionnement d'air",3530Z,Production et distribution de vapeur et d'air conditionné,274
I1306,"Installation et maintenance en froid, conditionnement d'air",4321A,Travaux d'installation électrique dans tous locaux,979
I1306,"Installation et maintenance en froid, conditionnement d'air",4322B,Travaux d'installation d'équipements thermiques et de climatisation,2748
I1306,"Installation et maintenance en froid, conditionnement d'air",4669C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,188
I1307,Installation et maintenance télécoms et courants faibles,2630Z,Fabrication d'équipements de communication,108
I1307,Installation et maintenance télécoms et courants faibles,3320D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",141
I1307,Installation et maintenance télécoms et courants faibles,4222Z,Construction de réseaux électriques et de télécommunications,930
I1307,Installation et maintenance télécoms et courants faibles,4321A,Travaux d'installation électrique dans tous locaux,1557
I1307,Installation et maintenance télécoms et courants faibles,6110Z,Télécommunications filaires,504
I1307,Installation et maintenance télécoms et courants faibles,6130Z,Télécommunications par satellite,6
I1307,Installation et maintenance télécoms et courants faibles,6190Z,Autres activités de télécommunication,467
I1307,Installation et maintenance télécoms et courants faibles,8020Z,Activités liées aux systèmes de sécurité,184
I1307,Installation et maintenance télécoms et courants faibles,9512Z,Réparation d'équipements de communication,53
I1308,Maintenance d'installation de chauffage,3530Z,Production et distribution de vapeur et d'air conditionné,171
I1308,Maintenance d'installation de chauffage,4322A,Travaux d'installation d'eau et de gaz en tous locaux,208
I1308,Maintenance d'installation de chauffage,4322B,Travaux d'installation d'équipements thermiques et de climatisation,803
I1309,Maintenance électrique,2849Z,Fabrication d'autres machines-outils,13
I1309,Maintenance électrique,3314Z,Réparation d'équipements électriques,90
I1309,Maintenance électrique,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,175
I1309,Maintenance électrique,4222Z,Construction de réseaux électriques et de télécommunications,310
I1309,Maintenance électrique,4321A,Travaux d'installation électrique dans tous locaux,2564
I1309,Maintenance électrique,4321B,Travaux d'installation électrique sur la voie publique,70
I1309,Maintenance électrique,7112B,"Ingénierie, études techniques",412
I1310,Maintenance mécanique industrielle,3311Z,Réparation d'ouvrages en métaux,324
I1310,Maintenance mécanique industrielle,3312Z,Réparation de machines et équipements mécaniques,392
I1310,Maintenance mécanique industrielle,3317Z,Réparation et maintenance d'autres équipements de transport,13
I1310,Maintenance mécanique industrielle,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",303
I1401,Maintenance informatique et bureautique,2620Z,Fabrication d'ordinateurs et d'équipements périphériques,39
I1401,Maintenance informatique et bureautique,4651Z,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",738
I1401,Maintenance informatique et bureautique,4666Z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,183
I1401,Maintenance informatique et bureautique,4741Z,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",270
I1401,Maintenance informatique et bureautique,5829B,Édition de logiciels outils de développement et de langages,5
I1401,Maintenance informatique et bureautique,5829C,Édition de logiciels applicatifs,202
I1401,Maintenance informatique et bureautique,6110Z,Télécommunications filaires,247
I1401,Maintenance informatique et bureautique,6202A,Conseil en systèmes et logiciels informatiques,3053
I1401,Maintenance informatique et bureautique,6202B,Tierce maintenance de systèmes et d'applications informatiques,292
I1401,Maintenance informatique et bureautique,6203Z,Gestion d'installations informatiques,841
I1401,Maintenance informatique et bureautique,6209Z,Autres activités informatiques,112
I1401,Maintenance informatique et bureautique,7733Z,Location et location-bail de machines de bureau et de matériel informatique,21
I1401,Maintenance informatique et bureautique,9511Z,Réparation d'ordinateurs et d'équipements périphériques,588
I1401,Maintenance informatique et bureautique,9512Z,Réparation d'équipements de communication,61
I1401,Maintenance informatique et bureautique,9521Z,Réparation de produits électroniques grand public,51
I1402,Réparation de biens électrodomestiques,4754Z,Commerce de détail d'appareils électroménagers en magasin spécialisé,97
I1402,Réparation de biens électrodomestiques,9521Z,Réparation de produits électroniques grand public,94
I1402,Réparation de biens électrodomestiques,9522Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,110
I1501,Intervention en grande hauteur,4291Z,Construction d'ouvrages maritimes et fluviaux,36
I1501,Intervention en grande hauteur,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,127
I1501,Intervention en grande hauteur,4399D,Autres travaux spécialisés de construction,705
I1501,Intervention en grande hauteur,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,58
I1502,Intervention en milieu subaquatique,4291Z,Construction d'ouvrages maritimes et fluviaux,141
I1502,Intervention en milieu subaquatique,5610A,Restauration traditionnelle,25
I1502,Intervention en milieu subaquatique,8551Z,Enseignement de disciplines sportives et d'activités de loisirs,38
I1503,Intervention en milieux et produits nocifs,3314Z,Réparation d'équipements électriques,58
I1503,Intervention en milieux et produits nocifs,3822Z,Traitement et élimination des déchets dangereux,88
I1503,Intervention en milieux et produits nocifs,3900Z,Dépollution et autres services de gestion des déchets,368
I1503,Intervention en milieux et produits nocifs,4311Z,Travaux de démolition,104
I1503,Intervention en milieux et produits nocifs,7112B,"Ingénierie, études techniques",385
I1601,Installation et maintenance en nautisme,1394Z,"Fabrication de ficelles, cordes et filets",14
I1601,Installation et maintenance en nautisme,3012Z,Construction de bateaux de plaisance,131
I1601,Installation et maintenance en nautisme,3315Z,Réparation et maintenance navale,83
I1601,Installation et maintenance en nautisme,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,60
I1602,Maintenance d'aéronefs,3030Z,Construction aéronautique et spatiale,378
I1602,Maintenance d'aéronefs,3316Z,Réparation et maintenance d'aéronefs et d'engins spatiaux,314
I1602,Maintenance d'aéronefs,4614Z,"Intermédiaires du commerce en machines, équipements industriels, navires et avions",49
I1602,Maintenance d'aéronefs,5110Z,Transports aériens de passagers,211
I1602,Maintenance d'aéronefs,7112B,"Ingénierie, études techniques",293
I1603,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles",3312Z,Réparation de machines et équipements mécaniques,175
I1603,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles",3317Z,Réparation et maintenance d'autres équipements de transport,16
I1603,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles",4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,332
I1603,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles",4663Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",120
I1603,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles",7731Z,Location et location-bail de machines et équipements agricoles,9
I1603,"Maintenance d'engins de chantier, levage, manutention et de machines agricoles",7732Z,Location et location-bail de machines et équipements pour la construction,246
I1604,Mécanique automobile et entretien de véhicules,3317Z,Réparation et maintenance d'autres équipements de transport,51
I1604,Mécanique automobile et entretien de véhicules,3831Z,Démantèlement d'épaves,85
I1604,Mécanique automobile et entretien de véhicules,4399E,Location avec opérateur de matériel de construction,38
I1604,Mécanique automobile et entretien de véhicules,4511Z,Commerce de voitures et de véhicules automobiles légers,6583
I1604,Mécanique automobile et entretien de véhicules,4519Z,Commerce d'autres véhicules automobiles,558
I1604,Mécanique automobile et entretien de véhicules,4520A,Entretien et réparation de véhicules automobiles légers,6657
I1604,Mécanique automobile et entretien de véhicules,4520B,Entretien et réparation d'autres véhicules automobiles,483
I1604,Mécanique automobile et entretien de véhicules,4531Z,Commerce de gros d'équipements automobiles,1072
I1604,Mécanique automobile et entretien de véhicules,4532Z,Commerce de détail d'équipements automobiles,2911
I1604,Mécanique automobile et entretien de véhicules,4540Z,Commerce et réparation de motocycles,159
I1604,Mécanique automobile et entretien de véhicules,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,214
I1604,Mécanique automobile et entretien de véhicules,4663Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",78
I1604,Mécanique automobile et entretien de véhicules,4677Z,Commerce de gros (commerce interentreprises) de déchets et débris,138
I1604,Mécanique automobile et entretien de véhicules,4730Z,Commerce de détail de carburants en magasin spécialisé,172
I1604,Mécanique automobile et entretien de véhicules,4743Z,Commerce de détail de matériels audio et vidéo en magasin spécialisé,59
I1604,Mécanique automobile et entretien de véhicules,4931Z,Transports urbains et suburbains de voyageurs,235
I1604,Mécanique automobile et entretien de véhicules,4939B,Autres transports routiers de voyageurs,200
I1604,Mécanique automobile et entretien de véhicules,4941C,Location de camions avec chauffeur,132
I1604,Mécanique automobile et entretien de véhicules,5221Z,Services auxiliaires des transports terrestres,217
I1604,Mécanique automobile et entretien de véhicules,6621Z,Évaluation des risques et dommages,92
I1604,Mécanique automobile et entretien de véhicules,7120A,Contrôle technique automobile,1184
I1604,Mécanique automobile et entretien de véhicules,7711A,Location de courte durée de voitures et de véhicules automobiles légers,247
I1604,Mécanique automobile et entretien de véhicules,7712Z,Location et location-bail de camions,239
I1604,Mécanique automobile et entretien de véhicules,7732Z,Location et location-bail de machines et équipements pour la construction,219
I1605,Mécanique de marine,3012Z,Construction de bateaux de plaisance,56
I1605,Mécanique de marine,3315Z,Réparation et maintenance navale,160
I1605,Mécanique de marine,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,80
I1606,Réparation de carrosserie,2561Z,Traitement et revêtement des métaux,300
I1606,Réparation de carrosserie,2920Z,Fabrication de carrosseries et remorques,436
I1606,Réparation de carrosserie,4511Z,Commerce de voitures et de véhicules automobiles légers,1950
I1606,Réparation de carrosserie,4519Z,Commerce d'autres véhicules automobiles,137
I1606,Réparation de carrosserie,4520A,Entretien et réparation de véhicules automobiles légers,3372
I1606,Réparation de carrosserie,4520B,Entretien et réparation d'autres véhicules automobiles,126
I1606,Réparation de carrosserie,7712Z,Location et location-bail de camions,33
I1607,"Réparation de cycles, motocycles et motoculteurs de loisirs",4540Z,Commerce et réparation de motocycles,750
I1607,"Réparation de cycles, motocycles et motoculteurs de loisirs",4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,229
I1607,"Réparation de cycles, motocycles et motoculteurs de loisirs",4764Z,Commerce de détail d'articles de sport en magasin spécialisé,380
I1607,"Réparation de cycles, motocycles et motoculteurs de loisirs",7721Z,Location et location-bail d'articles de loisirs et de sport,89
I1607,"Réparation de cycles, motocycles et motoculteurs de loisirs",9529Z,Réparation d'autres biens personnels et domestiques,45
J1101,Médecine de prévention,8430A,Activités générales de sécurité sociale,4
J1101,Médecine de prévention,8610Z,Activités hospitalières,15
J1101,Médecine de prévention,8621Z,Activité des médecins généralistes,35
J1102,Médecine généraliste et spécialisée,8610Z,Activités hospitalières,781
J1102,Médecine généraliste et spécialisée,8621Z,Activité des médecins généralistes,74
J1102,Médecine généraliste et spécialisée,8710A,Hébergement médicalisé pour personnes âgées,110
J1103,Médecine dentaire,8621Z,Activité des médecins généralistes,19
J1103,Médecine dentaire,8623Z,Pratique dentaire,155
J1103,Médecine dentaire,9499Z,Autres organisations fonctionnant par adhésion volontaire,22
J1104,Suivi de la grossesse et de l'accouchement,7219Z,Recherche-développement en autres sciences physiques et naturelles,178
J1104,Suivi de la grossesse et de l'accouchement,8411Z,Administration publique générale,27
J1104,Suivi de la grossesse et de l'accouchement,8610Z,Activités hospitalières,1159
J1201,Biologie médicale,7022Z,Conseil pour les affaires et autres conseils de gestion,2
J1201,Biologie médicale,8610Z,Activités hospitalières,21
J1201,Biologie médicale,8690B,Laboratoires d'analyses médicales,63
J1202,Pharmacie,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,6066
J1202,Pharmacie,7010Z,Activités des sièges sociaux,129
J1202,Pharmacie,8610Z,Activités hospitalières,453
