Rome1;Rome2;Rome3;Intitule;OGR
H;29;04;Chef d'équipe d'estampage;12443
H;29;04;Chef d'équipe en métallurgie;12463
H;29;04;Chef d'équipe en tréfilerie;12472
H;29;04;Chef lamineur / lamineuse en métallurgie;12571
H;29;04;Compagnon / Compagnonne forge industrielle;12778
H;29;04;Conducteur / Conductrice d'équipements de formage;13265
H;29;04;Conducteur / Conductrice d'équipements de four en métallurgie;13267
H;29;04;Conducteur / Conductrice de laminoirs en métallurgie;12975
H;29;04;Conducteur / Conductrice de ligne de tréfilage;12990
H;29;04;Conducteur / Conductrice de presses en tréfilerie;13146
H;29;04;Contrôleur visuel / Contrôleuse visuelle de laminage à froid;13661
H;29;04;Dresseur / Dresseuse en métallurgie;14534
H;29;04;Ébaucheur / Ébaucheuse de déformation des métaux;14537
H;29;04;Estampeur / Estampeuse;14888
H;29;04;Étireur / Étireuse en estampage;14924
H;29;04;Étireur / Étireuse en métallurgie;14926
H;29;04;Filiériste en tréfilerie;15086
H;29;04;Forgeron / Forgeronne en coutellerie industrielle;15121
H;29;04;Forgeron industriel / Forgeronne industrielle;15122
H;29;04;Frappeur / Frappeuse;15165
H;29;04;Lamineur / Lamineuse de couronnes;16149
H;29;04;Lamineur / Lamineuse en métallurgie;16151
H;29;04;Lamineur-ébaucheur / Lamineuse-ébaucheuse;16153
H;29;04;Lamineur écrouteur / Lamineuse écrouteuse;16150
H;29;04;Lamineur-finisseur / Lamineuse-finisseuse en métallurgie;16155
H;29;04;Lamineur opérateur / Lamineuse opératrice en cabine;16152
H;29;04;Machiniste sur marteau-pilon;16243
H;29;04;Martineur / Martineuse de formage des métaux;16418
H;29;04;Mateur / Mateuse de déformation des métaux;16436
H;29;04;Matriceur / Matriceuse de formage des métaux;16438
H;29;04;Opérateur / Opératrice de laminoir;17109
H;29;04;Opérateur / Opératrice de première transformation des métaux;17138
H;29;04;Opérateur / Opératrice de transformation en forgeage;17169
H;29;04;Opérateur / Opératrice de transformation métallurgique en laminage à chaud;17171
H;29;04;Opérateur / Opératrice de transformation métallurgique en laminage de fond;17172
H;29;04;Opérateur / Opératrice de tréfilerie;17173
H;29;04;Opérateur / Opératrice sur banc de traction en métallurgie;17278
H;29;04;Pilonnier / Pilonnière de formage des métaux;17739
H;29;04;Pilote d'exploitation de laminoir;17760
H;29;04;Profileur / Profileuse en tréfilerie;18183
H;29;04;Réenrouleur / Réenrouleuse en métallurgie;18394
H;29;04;Surveillant / Surveillante de température de forge industrielle;19594
H;29;04;Technicien / Technicienne sur laminoir;20278
H;29;04;Tréfileur / Tréfileuse;20427
H;29;05;Conduite d'équipement de formage et découpage des matériaux; 
H;29;05;Agent / Agente de débit de matériaux;10430
H;29;05;Agent / Agente de découpage de matériaux;10434
H;29;05;Chalumiste de découpage des métaux;11730
H;29;05;Chef d'équipe de découpe;12408
H;29;05;Cintreur / Cintreuse aluminium;38937
H;29;05;Cisailleur / Cisailleuse de forge;12645
H;29;05;Cisailleur / Cisailleuse de laminoir;12646
H;29;05;Cisailleur / Cisailleuse de matériaux;12647
H;29;05;Cisailleur / Cisailleuse en métallurgie;12648
H;29;05;Conducteur / Conductrice d'équipements de découpe;13263
H;29;05;Conducteur / Conductrice de cisaille;12922
H;29;05;Conducteur / Conductrice de ligne de presse à emboutir et à découper des métaux;12984
H;29;05;Conducteur régleur / Conductrice régleuse sur presse à découper;13320
H;29;05;Coupeur / Coupeuse au chalumeau;13772
H;29;05;Coupeur / Coupeuse de forge;13777
H;29;05;Coupeur / Coupeuse de verre plat;13779
H;29;05;Coupeur-rompeur / Coupeuse-rompeuse en verre plat;13793
H;29;05;Débiteur / Débitrice de matériaux;13889
H;29;05;Découpeur / Découpeuse de métaux;13913
H;29;05;Emboutisseur / Emboutisseuse;14746
H;29;05;Grignoteur / Grignoteuse;15427
H;29;05;Guillotineur / Guillotineuse;15457
H;29;05;Machiniste sur presse de formage des métaux;16244
H;29;05;Opérateur / Opératrice d'emboutissage/découpe;17181
H;29;05;Opérateur / Opératrice de cintreuse;17069
H;29;05;Opérateur / Opératrice de découpe en métallurgie;17083
H;29;05;Opérateur / Opératrice de plieuse;17134
H;29;05;Opérateur / Opératrice de redresseur;17157
H;29;05;Opérateur / Opératrice de rouleuse;17159
H;29;05;Opérateur / Opératrice en repoussage des métaux;17212
H;29;05;Opérateur / Opératrice planeuse;17248
H;29;05;Opérateur / Opératrice sur cintreuse;17281
H;29;05;Opérateur / Opératrice sur machine à découper au laser avec Commande Numérique -CN-;17288
H;29;05;Opérateur / Opératrice sur machine à découper au plasma avec Commande Numérique -CN-;17289
H;29;05;Opérateur / Opératrice sur machine à découper par jet d'eau avec Commande Numérique -CN-;17290
H;29;05;Opérateur / Opératrice sur machine à emboutir et à découper des métaux;17291
H;29;05;Opérateur / Opératrice sur machine de découpage à Commande Numérique -CN-;17296
H;29;05;Opérateur / Opératrice sur machine de découpage de matériaux;17297
H;29;05;Opérateur / Opératrice sur machine transfert;17310
H;29;05;Opérateur / Opératrice sur presse à découper/à emboutir;17333
H;29;05;Oxycoupeur / Oxycoupeuse;17542
H;29;05;Oxycoupeur / Oxycoupeuse plasma;17543
H;29;05;Oxycoupeur / Oxycoupeuse sur machine à Commande Numérique -CN-;17544
H;29;05;Oxycoupeur / Oxycoupeuse sur machine à lecture optique de matériaux;17545
H;29;05;Pilote d'installation d'emboutissage/découpe;17772
H;29;05;Plieur / Plieuse de verre plat;17833
H;29;05;Poinçonneur / Poinçonneuse;17857
H;29;05;Poinçonneur plieur / Poinçonneuse plieuse;17858
H;29;05;Presseur / Presseuse du travail des métaux;18057
H;29;05;Ressortier / Ressortière;19213
H;29;05;Scieur / Scieuse;19323
H;29;05;Tourneur-repousseur / Tourneuse-repousseuse;20389
H;29;05;Tronçonneur / Tronçonneuse;20465
H;29;06;Conduite d'installation automatisée ou robotisée de fabrication mécanique; 
H;29;06;Agent / Agente d'équipement automatisé de fabrication mécanique;10691
H;29;06;Agent / Agente d'équipement automatisé de production du travail des métaux et composites;10692
H;29;06;Agent / Agente d'équipement automatisé de production mécanique;10693
H;29;06;Agent d'exécution polyvalent / Agente d'exécution polyvalente d'équipement automatisé du travail des métaux et composites;10703
H;29;06;Conducteur / Conductrice d'équipements de ferrage;13264
H;29;06;Conducteur / Conductrice d'installation automatisée en fabrication mécanique;13276
H;29;06;Conducteur / Conductrice d'installation robotisée;13285
H;29;06;Conducteur / Conductrice de machines automatiques de soudage à l'arc;13019
H;29;06;Conducteur / Conductrice de machines automatiques en montage-assemblage mécanique;13070
H;29;06;Conducteur / Conductrice de machines de soudage;13038
H;29;06;Conducteur / Conductrice de système de production automatisée en fabrication mécanique;13187
H;29;06;Opérateur / Opératrice d'équipement automatisé de production du travail des métaux et composites;17184
H;29;06;Opérateur / Opératrice d'équipement de ferrage;17185
H;29;06;Opérateur / Opératrice de production d'équipement automatisé en construction mécanique;17148
H;29;06;Opérateur / Opératrice sur machine automatique de production du travail des métaux et composites;17292
H;29;06;Opérateur / Opératrice sur machine automatique de production mécanique;17293
H;29;06;Opérateur / Opératrice sur machine automatisée de montage-assemblage mécanique;17294
H;29;06;Opérateur / Opératrice sur machine de soudage;17301
H;29;06;Opérateur / Opératrice sur machine de soudage sous flux gazeux;17302
H;29;06;Opérateur / Opératrice sur machine de soudage sous flux solide;17303
H;29;06;Opérateur / Opératrice sur machine du travail des métaux et composites;17304
H;29;06;Opérateur / Opératrice sur machines automatiques de soudage;17315
H;29;06;Opérateur polyvalent / Opératrice polyvalente d'équipement automatisé du travail des métaux et composites;17249
H;29;06;Opérateur régleur / Opératrice régleuse sur robot de soudage;17269
H;29;06;Ouvrier / Ouvrière sur machine du travail des métaux et composites;17533
H;29;06;Servant / Servante de machine en construction mécanique;19423
H;29;06;Soudeur / Soudeuse sur machines automatiques de soudage à l'arc;19470
H;29;06;Soudeur / Soudeuse sur machines automatiques par bombardement d'électrons;19471
H;29;06;Soudeur / Soudeuse sur machines automatiques par friction;19472
H;29;06;Soudeur / Soudeuse sur machines automatiques par point;19473
H;29;06;Soudeur / Soudeuse sur machines automatiques par résistance;19474
H;29;07;Conduite d'installation de production des métaux; 
H;29;07;Agent / Agente d'exploitation en production des métaux;10712
H;29;07;Agent / Agente technique d'élaboration en fonderie;10777
H;29;07;Appareilleur-gazier / Appareilleuse-gazière;11081
H;29;07;Chargeur / Chargeuse de four en métallurgie;11948
H;29;07;Chauffeur-conducteur / Chauffeuse-conductrice de four de forge/estampage;11997
H;29;07;Chef d'équipe à la fusion en fonderie;12388
H;29;07;Chef d'équipe de fabrication en métallurgie;12411
H;29;07;Chef de four en salle en métallurgie;12148
H;29;07;Chef de fusion en métallurgie;12149
H;29;07;Conducteur / Conductrice d'installation de production des métaux;13279
H;29;07;Conducteur / Conductrice de chaînes d'agglomération en métallurgie;12907
H;29;07;Conducteur / Conductrice de cubilots;12929
H;29;07;Conducteur / Conductrice de four à induction;12941
H;29;07;Conducteur / Conductrice de four de coulée;12942
H;29;07;Conducteur / Conductrice de four de fusion en fonderie;12944
H;29;07;Conducteur / Conductrice de four de fusion en métallurgie;12945
H;29;07;Conducteur / Conductrice de four de réchauffage en première transformation des métaux;12946
H;29;07;Conducteur / Conductrice de four en électrométallurgie;12948
H;29;07;Conducteur / Conductrice de four en métallurgie;12950
H;29;07;Conducteur / Conductrice de haut-fourneau;12968
H;29;07;Conducteur / Conductrice de machines à couler sous pression;13058
H;29;07;Conducteur / Conductrice de machines à mouler en fonderie;13011
H;29;07;Conducteur / Conductrice de poche de coulée;13131
H;29;07;Conducteur / Conductrice de presses aluminium à injecter;13143
H;29;07;Conducteur-couleur / Conductrice-couleuse de four à arc en aluminium;12861
H;29;07;Conducteur-réchauffeur / Conductrice-réchauffeuse en métallurgie;13339
H;29;07;Coquilleur / Coquilleuse en fonderie;13726
H;29;07;Couleur / Couleuse de ligne en métallurgie;13764
H;29;07;Couleur / Couleuse en métallurgie;13766
H;29;07;Couleur-fondeur / Couleuse-fondeuse d'aluminium;13768
H;29;07;Couleur-fondeur / Couleuse-fondeuse en métallurgie;13769
H;29;07;Couleur-pocheur / Couleuse-pocheuse en métallurgie;13770
H;29;07;Cubilotier / Cubilotière en fonderie;13852
H;29;07;Fondeur / Fondeuse en métallurgie;15102
H;29;07;Fondeur / Fondeuse fusion en métallurgie;15104
H;29;07;Fondeur / Fondeuse sur site en métallurgie;15105
H;29;07;Fondeur-couleur / Fondeuse-couleuse en métallurgie;15099
H;29;07;Gestionnaire flux métal;15366
H;29;07;Haut-fourniste;15466
H;29;07;Opérateur / Opératrice d'affinage en métallurgie;17056
H;29;07;Opérateur / Opératrice d'agglomération en métallurgie;17057
H;29;07;Opérateur / Opératrice de chaîne d'agglomération;17068
H;29;07;Opérateur / Opératrice de coulée en métallurgie;17079
H;29;07;Opérateur / Opératrice de haut-fourneau;17104
H;29;07;Opérateur / Opératrice de production des métaux;17149
H;29;07;Opérateur / Opératrice élaboration en fonderie;17195
H;29;07;Opérateur / Opératrice foyer en métallurgie;17230
H;29;07;Ouvrier / Ouvrière de bassin en métallurgie;17422
H;29;07;Ouvrier / Ouvrière de coulée en métallurgie;17426
H;29;07;Ouvrier / Ouvrière de fusion en métallurgie;17440
H;29;07;Ouvrier / Ouvrière de plancher en métallurgie;17453
H;29;07;Ouvrier / Ouvrière sidérurgiste;17531
H;29;07;Ouvrier fondeur / Ouvrière fondeuse;17501
H;29;07;Pilote d'installation de coulée continue;17766
H;29;07;Pilote d'installation de production des métaux;17770
H;29;07;Pilote de machine à coulée;17750
H;29;07;Responsable de fusion en métallurgie;18714
H;29;07;Technicien / Technicienne d'exploitation en production des métaux;19978
H;29;07;Technicien / Technicienne de fabrication en sidérurgie;19765
H;29;07;Technicien / Technicienne de production en fonderie;19909
H;29;07;Technicien / Technicienne de transformation métallurgique;19929
H;29;08;Modelage de matériaux non métalliques; 
H;29;08;Chef d'atelier de modelage;12043
H;29;08;Maquettiste modeleur / modeleuse;16376
H;29;08;Matriceur / Matriceuse en céramique;16439
H;29;08;Modeleur / Modeleuse bois;16691
H;29;08;Modeleur / Modeleuse céramiste;16692
H;29;08;Modeleur / Modeleuse en céramique;16693
H;29;08;Modeleur / Modeleuse en fonderie;16694
H;29;08;Modeleur / Modeleuse matières plastiques;16696
H;29;08;Modeleur / Modeleuse mouliste;16697
H;29;08;Modeleur / Modeleuse plaquiste;16698
H;29;08;Modeleur / Modeleuse résine;16699
H;29;08;Modeleur / Modeleuse sur matériaux non métalliques;16703
H;29;08;Modeleur / Modeleuse sur plâtre;16704
H;29;08;Modeleur / Modeleuse technique;16705
H;29;08;Modeleur traditionnel / Modeleuse traditionnelle;16706
H;29;08;Modeleur traditionnel / Modeleuse traditionnelle en céramique;16707
H;29;08;Mouliste en céramique;16928
H;29;08;Mouliste en matériaux composites;16929
H;29;08;Mouliste en matériaux non métalliques;16930
H;29;08;Noyauteur / Noyauteuse en céramique;17001
H;29;08;Noyauteur / Noyauteuse main sur matériaux non métalliques;17002
H;29;08;Technicien modeleur / Technicienne modeleuse;20204
H;29;09;Montage-assemblage mécanique; 
H;29;09;Agent / Agente d'assemblage mécanique;10390
H;29;09;Agent / Agente de fabrication en montage-assemblage mécanique;10451
H;29;09;Agent / Agente de montage-assemblage mécanique;10535
H;29;09;Agent / Agente de montage mécanique;10533
H;29;09;Agent / Agente de production de montage-assemblage mécanique;10561
H;29;09;Aide-mécanicien / Aide-mécanicienne en montage-assemblage mécanique;10881
H;29;09;Aide-monteur / Aide-monteuse en montage-assemblage mécanique;10882
H;29;09;Aide-soudeur / Aide-soudeuse en montage-assemblage mécanique;10896
H;29;09;Assembleur monteur / Assembleuse monteuse;11175
H;29;09;Étancheur / Étancheuse en montage-assemblage mécanique;14912
H;29;09;Monteur / Monteuse d'assemblage mécanique de précision;16764
H;29;09;Monteur / Monteuse de pièces;16791
H;29;09;Monteur / Monteuse en grappe en cire perdue;16823
H;29;09;Monteur / Monteuse en ligne de fabrication automobile;16829
H;29;09;Monteur / Monteuse en lunetterie;16831
H;29;09;Monteur / Monteuse sur chaîne d'assemblage;16863
H;29;09;Opérateur / Opératrice d'assemblage mécanique;17062
H;29;09;Opérateur / Opératrice de montage-assemblage mécanique;17122
H;29;09;Opérateur / Opératrice de montage en montage-assemblage mécanique;17124
H;29;09;Opérateur / Opératrice de production en montage-assemblage mécanique;17154
H;29;09;Opérateur / Opératrice sur ligne de montage mécanique;17284
H;29;09;Opérateur polyvalent / Opératrice polyvalente montage-assemblage mécanique;17252
H;29;09;Opérateur qualifié / Opératrice qualifiée de montage de véhicules;17262
H;29;09;Ouvrier / Ouvrière de montage en assemblage mécanique;17447
H;29;09;Ouvrier / Ouvrière de montage en construction automobile;17448
H;29;09;Ouvrier / Ouvrière de montage mécanique en aéronautique;17450
H;29;09;Retoucheur / Retoucheuse électricité en construction automobile;19242
H;29;09;Retoucheur / Retoucheuse sur tôles nues en construction automobile;19250
H;29;09;Retoucheur sellier / Retoucheuse sellière en construction automobile;19248
H;29;09;Rhabilleur / Rhabilleuse en horlogerie;19258
H;29;09;Rhabilleur / Rhabilleuse en lunetterie;19259
H;29;09;Soudeur / Soudeuse en lunetterie;19464
H;29;10;Moulage sable; 
H;29;10;Agent / Agente de fabrication en fonderie de moulage en sable;10450
H;29;10;Chef d'équipe moulage/noyautage;12479
H;29;10;Machiniste aide mouleur / mouleuse;16234
H;29;10;Mouleur / Mouleuse de fonderie en fosse;16910
H;29;10;Mouleur / Mouleuse de grosses pièces de fonderie en fosse;16911
H;29;10;Mouleur / Mouleuse main;16914
H;29;10;Mouleur / Mouleuse plaquiste;16917
H;29;10;Mouleur / Mouleuse sable;16918
H;29;10;Mouleur noyauteur / Mouleuse noyauteuse machine;16915
H;29;10;Mouleur noyauteur / Mouleuse noyauteuse main;16916
H;29;10;Noyauteur / Noyauteuse;17000
H;29;10;Opérateur / Opératrice noyautage;17244
H;29;10;Opérateur / Opératrice remmoulage;17272
H;29;10;Plaquiste en fonderie;17822
H;29;10;Remmouleur / Remmouleuse;18506
H;29;11;Réalisation de structures métalliques; 
H;29;11;Assembleur / Assembleuse en armatures métalliques;11171
H;29;11;Assembleur / Assembleuse en construction et réparation navale;11172
H;29;11;Charpentier / Charpentière fer;11958
H;29;11;Charpentier / Charpentière métallique en construction navale;11963
H;29;11;Charpentier industriel / Charpentière industrielle;11959
H;29;11;Charpentier industriel / Charpentière industrielle en charpentes métalliques;11960
H;29;11;Charpentier industriel / Charpentière industrielle en structures métalliques;11961
H;29;11;Charpentier métallier industriel / Charpentière métallière industrielle;11962
H;29;11;Charpentier-monteur industriel / Charpentière-monteuse industrielle;11967
H;29;11;Charpentier traceur / Charpentière traceuse en charpentes métalliques;11966
H;29;11;Ferreur serrurier / Ferreuse serrurière;15074
H;29;11;Métallier / Métallière en charpente industrielle;16634
H;29;11;Métallier industriel / Métallière industrielle;16635
H;29;11;Métallier préparateur / Métallière préparatrice en charpentes métalliques;16637
H;29;11;Métallier-serrurier industriel / Métallière-serrurière industrielle;16640
H;29;11;Monteur industriel / Monteuse industrielle en charpentes métalliques;16845
H;29;11;Ouvrier / Ouvrière de fabrication de charpentes métalliques;17431
H;29;11;Préparateur / Préparatrice en charpentes métalliques;18023
H;29;11;Serrurier / Serrurière en construction navale;19417
H;29;11;Traceur / Traceuse en charpentes métalliques;20395
H;29;11;Traceur / Traceuse en construction navale;20398
H;29;12;Réglage d'équipement de production industrielle; 
H;29;12;Régleur / Régleuse d'encocheuse;18452
H;29;12;Régleur / Régleuse d'équipement de production;18453
H;29;12;Régleur / Régleuse d'équipement industriel de production;18454
H;29;12;Régleur / Régleuse d'outillage industriel;18455
H;29;12;Régleur / Régleuse de cokerie;18428
H;29;12;Régleur / Régleuse de four à coke;18429
H;29;12;Régleur / Régleuse de machine à couler;18430
H;29;12;Régleur / Régleuse de machine d'usinage des matériaux;18432
H;29;12;Régleur / Régleuse de machine de frappe à froid;18431
H;29;12;Régleur / Régleuse de machine et d'outillage de moulage des métaux;18433
H;29;12;Régleur / Régleuse de machine-outil;18435
H;29;12;Régleur / Régleuse de machine textile;18434
H;29;12;Régleur / Régleuse de métier à tisser;18446
H;29;12;Régleur / Régleuse de métiers leavers;18447
H;29;12;Régleur / Régleuse de moulinage;18448
H;29;12;Régleur / Régleuse en production;18457
H;29;12;Régleur / Régleuse machine à comprimer;18460
H;29;12;Régleur / Régleuse mécanique;18464
H;29;12;Régleur / Régleuse sur commande numérique;18470
H;29;12;Régleur / Régleuse sur four;18471
H;29;12;Régleur / Régleuse sur installation de soudage robotisé;18472
H;29;12;Régleur / Régleuse sur ligne automatisée;18473
H;29;12;Régleur / Régleuse sur ligne d'assemblage;18474
H;29;12;Régleur / Régleuse sur ligne de cartonnerie;18475
H;29;12;Régleur / Régleuse sur ligne de conditionnement;18476
H;29;12;Régleur / Régleuse sur ligne de refendage-cisaillage;18477
H;29;12;Régleur / Régleuse sur machine de production;18478
H;29;12;Régleur / Régleuse sur machine industrielle;18479
H;29;12;Régleur / Régleuse sur machine-outil;18481
H;29;12;Régleur / Régleuse sur machine-outil à commande numérique;18482
H;29;12;Régleur / Régleuse sur machine transfert;18480
H;29;12;Régleur / Régleuse sur presse à découper/à emboutir;18483
H;29;12;Régleur / Régleuse sur robot de soudure;18485
H;29;12;Régleur / Régleuse sur tour;18486
H;29;12;Régleur mécanicien / Régleuse mécanicienne;18461
H;29;12;Régleur mécanicien / Régleuse mécanicienne de machine de confection;18462
H;29;12;Régleur mécanicien / Régleuse mécanicienne en bonneterie;18463
H;29;12;Régleur metteur / Régleuse metteuse au point d'équipements industriels;18465
H;29;12;Régleur monteur / Régleuse monteuse de machine textile de filature et de tissage;18466
H;29;12;Régleur monteur / Régleuse monteuse sur presse à découper/à emboutir;18467
H;29;12;Régleur programmateur industriel / Régleuse programmatrice industrielle;18468
H;29;12;Régleur ressortier / Régleuse ressortière;18469
H;29;12;Technicien régleur / Technicienne régleuse de machine de frappe à froid;20235
H;29;13;Soudage manuel; 
H;29;13;Braseur / Braseuse;11588
H;29;13;Chef soudeur / soudeuse;12603
H;29;13;Soudeur / Soudeuse à l'arc électrique;19458
H;29;13;Soudeur / Soudeuse à l'arc semi-automatique;19459
H;29;13;Soudeur / Soudeuse à l'électrode enrobée;19460
H;29;13;Soudeur / Soudeuse à la flamme;19457
H;29;13;Soudeur / Soudeuse au chalumeau oxyacétylénique;19461
H;29;13;Soudeur / Soudeuse au plasma;19462
H;29;13;Soudeur / Soudeuse fil fourré;19465
H;29;13;Soudeur / Soudeuse Metal Active Gas -MAG-;19467
H;29;13;Soudeur / Soudeuse Metal Inert Gas -MIG-;19468
H;29;13;Soudeur / Soudeuse micro plasma;19469
H;29;13;Soudeur / Soudeuse Tungsten Inert Gas -TIG-;19475
H;29;13;Soudeur-braseur / Soudeuse-braseuse;19476
H;29;13;Soudobraseur / Soudobraseuse;19479
H;29;14;Réalisation et montage en tuyauterie; 
H;29;14;Aide tuyauteur / tuyauteuse;10860
H;29;14;Chef d'équipe tuyauteur / tuyauteuse;12494
H;29;14;Chef de chantier tuyauteur / tuyauteuse;12103
H;29;14;Tuyauteur / Tuyauteuse;20475
H;29;14;Tuyauteur / Tuyauteuse en aéronautique;20476
H;29;14;Tuyauteur / Tuyauteuse en basse pression;20477
H;29;14;Tuyauteur / Tuyauteuse en construction navale;20478
H;29;14;Tuyauteur / Tuyauteuse en haute pression;20479
H;29;14;Tuyauteur / Tuyauteuse en instrumentation;20480
H;29;14;Tuyauteur / Tuyauteuse en matières plastiques;20481
H;29;14;Tuyauteur / Tuyauteuse en milieu nucléaire;20482
H;29;14;Tuyauteur / Tuyauteuse sur acier inox;20484
H;29;14;Tuyauteur / Tuyauteuse sur non-ferreux;20485
H;29;14;Tuyauteur-cintreur / Tuyauteuse-cintreuse;20486
H;29;14;Tuyauteur industriel / Tuyauteuse industrielle;20483
H;29;14;Tuyauteur-monteur / Tuyauteuse-monteuse;20487
H;29;14;Tuyauteur-soudeur / Tuyauteuse-soudeuse;20488
H;29;14;Tuyauteur-soudeur / Tuyauteuse-soudeuse en tuyauterie thermoplastique;20489
H;29;14;Tuyauteur-traceur / Tuyauteuse-traceuse;20490
H;31; ;Papier et carton; 
H;31;01;Conduite d'équipement de fabrication de papier ou de carton; 
H;31;01;Aide conducteur / conductrice de machines à papier ou carton;10820
H;31;01;Aide sécheur / sécheuse en industrie papetière;10859
H;31;01;Bobineur / Bobineuse en industrie papetière;11536
H;31;01;Calandreur / Calandreuse en industrie papetière;11650
H;31;01;Conducteur / Conductrice de bobineuses en industrie papetière;12890
H;31;01;Conducteur / Conductrice de calandres en industrie papetière;12900
H;31;01;Conducteur / Conductrice de coupeuses en industrie papetière;12925
H;31;01;Conducteur / Conductrice de ligne en industrie papetière;13002
H;31;01;Conducteur / Conductrice de machines à coucher en industrie papetière;13006
H;31;01;Conducteur / Conductrice de machines à onduler;13013
H;31;01;Conducteur / Conductrice de machines à papier ou carton;13014
H;31;01;Conducteur / Conductrice de machines de fabrication de papier carton;13026
H;31;01;Conducteur / Conductrice de machines de transformation du papier carton;13042
H;31;01;Conducteur rebobineur / Conductrice rebobineuse en industrie papetière;13316
H;31;01;Débobineur découpeur / Débobineuse découpeuse au format en industrie papetière;13893
H;31;01;Enrouleur / Enrouleuse en industrie papetière;14849
H;31;01;Enrouleur dérouleur / Enrouleuse dérouleuse en industrie papetière;14848
H;31;01;Opérateur / Opératrice de production de papier carton;17146
H;31;01;Ouvrier / Ouvrière de fabrication du papier et du carton;17434
H;31;01;Rebobineur / Rebobineuse en industrie papetière;18314
H;31;01;Sécheur / Sécheuse en industrie papetière;19348
H;31;01;Surveillant / Surveillante de couchage en industrie papetière;19587
H;31;01;Technicien / Technicienne de fabrication en industrie papetière;19763
H;31;01;Technicien / Technicienne de production en industrie papetière;19911
H;31;01;Visiteur / Visiteuse en industrie papetière;20697
H;31;02;Conduite d'installation de pâte à papier; 
H;31;02;Aide conducteur / conductrice en industrie papetière;10824
H;31;02;Conducteur / Conductrice d'installation de pâte à papier;13278
H;31;02;Conducteur / Conductrice de lavage en industrie papetière;12976
H;31;02;Conducteur / Conductrice de lessiveur en industrie papetière;12977
H;31;02;Conducteur / Conductrice désencrage en industrie papetière;13272
H;31;02;Conducteur / Conductrice trituration en industrie papetière;13332
H;31;02;Conducteur / Conductrice vieux papiers en industrie papetière;13334
H;31;02;Conducteur pulpeur / Conductrice pulpeuse en industrie papetière;13315
H;31;02;Coordonnateur / Coordonnatrice sur installation de pâte à papier;13722
H;31;02;Gouverneur / Gouverneure en industrie papetière;15391
H;31;02;Laveur / Laveuse en industrie papetière;16171
H;31;02;Opérateur / Opératrice d'installation de pâte à papier;17191
H;31;02;Opérateur / Opératrice de pâtes désencrées en industrie papetière;17126
H;31;02;Opérateur / Opératrice de production de pâte à papier;17147
H;31;02;Opérateur / Opératrice presse pâte en industrie papetière;17255
H;31;02;Préparateur / Préparatrice de pâte à papier en industrie papetière;18005
H;31;02;Préparateur / Préparatrice de pâte en industrie papetière;18006
H;31;02;Raffineur / Raffineuse en industrie papetière;18274
H;32; ;"Plastique; caoutchouc"; 
H;32;01;Conduite d'équipement de formage des plastiques et caoutchoucs; 
H;32;01;Calandreur / Calandreuse en caoutchouc industriel;11649
H;32;01;Conducteur / Conductrice de presses à injecter en caoutchouc et matières plastiques;13140
H;32;01;Conducteur / Conductrice de presses à mouler le caoutchouc et les matières plastiques;13141
H;32;01;Conducteur / Conductrice de presses à vulcaniser;13142
H;32;01;Conducteur / Conductrice extrudeuses en caoutchouc et matières plastiques;13295
H;32;01;Conducteur / Conductrice sur machines de formage des matières plastiques et caoutchouc;13330
H;32;01;Conducteur-assembleur / Conductrice-assembleuse en caoutchouc industriel;13335
H;32;01;Confectionneur / Confectionneuse de pneumatiques;13342
H;32;01;Enducteur / Enductrice en caoutchouc;14826
H;32;01;Enducteur / Enductrice plastique;14829
H;32;01;Extrudeur / Extrudeuse en caoutchouc et matières plastiques;15021
H;32;01;Formeur / Formeuse en thermoplastiques;15148
H;32;01;Formeur-usineur / Formeuse-usineuse en thermoplastiques;15149
H;32;01;Injecteur / Injecteuse chaussures;15917
H;32;01;Mouleur-stratifieur / Mouleuse-stratifieuse par centrifugation;16922
H;32;01;Mouleur-stratifieur / Mouleuse-stratifieuse par enroulement;16923
H;32;01;Mouleur-stratifieur / Mouleuse-stratifieuse par pultrusion;16924
H;32;01;Mouleur-stratifieur / Mouleuse-stratifieuse sur presse;16925
H;32;01;Opérateur / Opératrice en plasturgie;17206
H;32;01;Opérateur / Opératrice extrusion en caoutchouc et matières plastiques;17227
H;32;01;Opérateur / Opératrice injection en caoutchouc et matières plastiques;17239
H;32;01;Opérateur / Opératrice soufflage en matières plastiques;17276
H;32;01;Opérateur / Opératrice sur machine de formage des matières plastiques et des caoutchoucs;17299
H;32;01;Opérateur / Opératrice sur machine de mise en forme du caoutchouc;17300
H;32;01;Opérateur / Opératrice sur presse à caoutchouc et matières plastiques;17332
H;32;01;Plasturgiste;17825
H;32;01;Soudeur / Soudeuse chaussures;19463
H;32;01;Thermoformeur / Thermoformeuse;20323
H;32;01;Vulcaniseur / Vulcaniseuse chaussures;20721
H;32;01;Vulcaniseur / Vulcaniseuse en caoutchouc industriel;20722
H;32;02;Réglage d'équipement de formage des plastiques et caoutchoucs; 
H;32;02;Aide-régleur / Aide-régleuse en industrie plastique et caoutchouc;10890
H;32;02;Conducteur / Conductrice de ligne d'injection en industrie plastique et caoutchouc;12993
H;32;02;Conducteur / Conductrice de machines de rotomoulage;13036
H;32;02;Conducteur régleur / Conductrice régleuse de ligne d'injection;13317
H;32;02;Monteur / Monteuse en industrie plastique et caoutchouc;16825
